id,neighbourhood,neighbourhood_cleansed,accommodates,price,number_of_reviews,review_scores_rating
5312325,"Campitello di Fassa, Trentino-Alto Adige, Italy",Trentino,7,$250.00,89,4.88
5356427,"Tesero, Trentino-Alto Adige, Italy",Trentino,4,$120.00,3,5.0
5381224,,Trentino,6,$78.00,150,4.88
5381537,,Trentino,5,$65.00,87,4.41
5418946,,Trentino,6,$157.00,25,4.8
5419783,"Campitello di Fassa, Trentino-Alto Adige, Italy",Trentino,7,$309.00,101,4.79
5453083,"Ledro, Trentino-Alto Adige/South Tyrol, Italy",Trentino,6,$87.00,1,4.0
5516326,,Trentino,4,$80.00,2,5.0
5531398,"Calvola, Trentino-Alto Adige, Italy",Trentino,5,,4,4.25
5540519,"Nago-torbole, Trentino-Alto Adige, Italy",Trentino,4,,127,4.78
5555560,"Mezzolago, Trentino-Alto Adige, Italy",Trentino,6,$88.00,87,4.94
5563621,"Sover, Trentino-Alto Adige, Italy",Trentino,16,$480.00,41,4.95
5586379,"Nago-torbole, Trentino-Alto Adige, Italy",Trentino,4,$105.00,96,4.84
5600030,"Pinzolo, Trentino-Alto Adige, Italy",Trentino,6,$190.00,2,4.0
5616919,"Sfruz, Trentino-South Tyrol, Italy",Trentino,4,$67.00,0,
5623614,"Tiarno di Sotto, Trentino-Alto Adige, Italy",Trentino,4,$112.00,22,5.0
5633611,"Ronzo-Chienis, Trentino-Alto Adige, Italy",Trentino,4,$93.00,24,4.79
5634057,"Ossana, Trentino-Alto Adige, Italy",Trentino,3,$59.00,150,4.89
5634465,"Ronzo-chienis, Trentino-Alto Adige, Italy",Trentino,6,$140.00,20,4.6
5640495,"Mazzin, Trentino-Alto Adige, Italy",Trentino,3,$100.00,10,4.7
5643086,"Predaia, Trentino-Alto Adige, Italy",Trentino,3,,0,
5701987,"Roncegno, Trentino-Alto Adige, Italy",Trentino,6,$153.00,3,4.67
5724428,,Trentino,5,$90.00,2,5.0
5731285,"Riva del Garda, Trento, Italy",Trentino,5,$156.00,63,4.67
5791486,"Gallio, Trentino-Alto Adige, Italy",Trentino,4,$85.00,42,4.95
5792234,"Gallio, Trentino-Alto Adige, Italy",Trentino,5,$110.00,12,4.92
5821479,,Trentino,2,$94.00,8,4.88
5832246,,Trentino,4,$121.00,20,4.75
5887148,"Nago-torbole, Trentino-Alto Adige, Italy",Trentino,4,,0,
5905567,"Andalo, Trentino-Alto Adige, Italy",Trentino,7,$109.00,6,5.0
5908224,"Tenna, Trentino-Alto Adige, Italy",Trentino,2,$90.00,65,4.88
5926716,"Sfruz, Val di Non, Trentino, Italy",Trentino,4,$95.00,16,4.94
5957967,"Malè, Trentino-Alto Adige, Italy",Trentino,4,,21,4.76
5995504,"Campitello di Fassa, Trentino-Alto Adige, Italy",Trentino,4,$516.00,9,4.44
5996670,,Trentino,4,,112,4.84
6056992,"Rovereto , Trento, Italy",Trentino,4,$180.00,132,4.83
6076058,,Trentino,6,$90.00,32,4.47
6088024,"Rovereto, Trentino-Alto Adige, Italy",Trentino,5,$133.00,61,4.8
6089761,"Rovereto , Trento, Italy",Trentino,5,$130.00,65,4.85
6140979,,Trentino,8,$91.00,35,5.0
6141340,,Trentino,4,$42.00,77,4.95
6150885,"Mezzolago, Trentino-Alto Adige, Italy",Trentino,5,$75.00,62,4.92
6153645,"Passo del Tonale, Trentino-Alto Adige, Italy",Trentino,6,$180.00,31,4.74
6163897,"Arco, Trentino-Alto Adige, Italy",Trentino,3,$56.00,119,4.91
6164294,"fraz. Flavon, Trentino-Alto Adige, Italy",Trentino,10,$134.00,58,4.91
6193182,"Tione di Trento, Trentino-Alto Adige, Italy",Trentino,7,$88.00,18,4.0
6194721,"Fondo, Trentino-Alto Adige, Italy",Trentino,2,$75.00,160,4.81
6220439,,"Trento, Trentino",3,$171.00,6,4.83
6256059,,Trentino,4,$100.00,83,4.8
6260406,,Trentino,5,$111.00,7,4.86
6333434,"Carisolo, Trentino-Alto Adige, Italy",Trentino,2,$65.00,144,4.86
6342927,"Vezzano, Trentino-Alto Adige, Italy",Trentino,3,$86.00,56,4.82
6343431,"Riva del Garda, Trentino-Alto Adige, Italy",Trentino,7,$325.00,10,4.5
6345874,"Cadine, Trentino-Alto Adige, Italy","Trento, Trentino",3,$100.00,0,
6345895,"Cadine, Trento, Italy","Trento, Trentino",4,$110.00,6,5.0
6357237,,Trentino,2,,0,
6410096,"Riva del Garda, Trentino-Alto Adige, Italy",Trentino,4,$96.00,153,4.71
6450693,,Trentino,4,$162.00,101,4.86
6487278,"Nogaredo, Trentino-Alto Adige, Italy",Trentino,4,$138.00,3,4.67
6491908,,Trentino,2,$152.00,129,4.91
6492169,,Trentino,3,$152.00,81,4.95
6492343,,Trentino,2,$152.00,78,4.96
6495094,"Zocchio, Trentino-Alto Adige, Italy",Trentino,7,$48.00,100,4.77
6499385,"Levico Terme, Trentino-Alto Adige, Italy",Trentino,3,$62.00,6,4.83
6502754,,Trentino,4,$100.00,4,4.75
6522803,"Canal San Bovo, Trentino-Alto Adige, Italy",Trentino,8,$129.00,111,4.96
6525504,,"Trento, Trentino",1,$61.00,0,
6551553,"Pur, Trentino-Alto Adige, Italy",Trentino,4,$65.00,46,4.74
6564779,"Arco, Trentino-Alto Adige, Italy",Trentino,4,$127.00,8,4.5
6608651,"Levico Terme, Trentino-Alto Adige, Italy",Trentino,4,$187.00,1,5.0
6621593,"San Lorenzo Dorsino, Trentino-Alto Adige, Italy",Trentino,4,$92.00,10,4.5
6622793,"San Lorenzo Dorsino, Trentino-Alto Adige, Italy",Trentino,5,$104.00,4,4.25
6623275,"San Lorenzo Dorsino, Trentino-Alto Adige, Italy",Trentino,8,$109.00,15,4.93
6633358,"Arco, Trentino-Alto Adige, Italy",Trentino,6,$130.00,7,5.0
6651559,,Trentino,10,$151.00,5,4.8
6659502,"Folgaria, Trentino-Alto Adige, Italy",Trentino,4,$110.00,8,4.88
6674865,"Sant'Antonio di Mavignola, Italy",Trentino,5,$180.00,60,4.97
6683990,"Molina, Trentino-Alto Adige, Italy",Trentino,4,$120.00,16,4.88
6696806,"Alba-penia, Trentino-Alto Adige, Italy",Trentino,5,$280.00,68,4.68
6734362,"Cainari, Trentino-Alto Adige, Italy",Trentino,6,$160.00,29,4.83
6736469,"Ossana, Trentino-Alto Adige, Italy",Trentino,4,$120.00,24,4.67
6771085,"Calceranica Al Lago, Trentino-Alto Adige, Italy",Trentino,8,$39.00,58,4.55
6775798,"Arco, Trentino-Alto Adige, Italy",Trentino,2,$80.00,179,4.85
6793280,,Trentino,4,$108.00,0,
6793545,,Trentino,6,$108.00,2,4.0
6807819,"Comano Terme, Trentino-Alto Adige, Italy",Trentino,2,$64.00,21,4.62
6828037,,Trentino,6,$111.00,25,4.96
6828365,,Trentino,6,$140.00,56,4.57
6847777,"Madonna di Campiglio, Trentino-Alto Adige, Italy",Trentino,6,$200.00,92,4.65
6856903,"Ledro, Trentino-Alto Adige, Italy",Trentino,8,$450.00,33,4.82
6861918,,Trentino,2,,36,4.44
6871580,"Ponte Arche, Trentino-Alto Adige, Italy",Trentino,4,$55.00,20,4.65
6872648,,Trentino,9,$48.00,43,4.88
6889363,"Mori, Trentino-South Tyrol, Italy",Trentino,4,$94.00,80,4.88
6891612,"Tenno, Trentino-Alto Adige, Italy",Trentino,4,$140.00,76,4.95
6905959,"Tenno, Trentino-Alto Adige, Italy",Trentino,6,,83,4.9
6909886,"Folgaria, Trentino-Alto Adige, Italy",Trentino,4,$174.00,14,4.79
6930925,"Povo, Trentino-Alto Adige, Italy","Trento, Trentino",4,$108.00,92,4.96
6937576,"Rovereto, Trentino-Alto Adige, Italy",Trentino,2,$60.00,613,4.92
6945306,"Ponte Arche, Trentino-Alto Adige, Italy",Trentino,5,$70.00,12,4.92
6972009,,Trentino,10,$130.00,11,4.27
6983892,,Trentino,4,,5,4.8
6986867,"Cologna, Trentino-Alto Adige, Italy",Trentino,4,$81.00,67,4.75
6989631,,Trentino,3,$144.00,16,4.88
6993832,"Nago-torbole, Trentino-Alto Adige, Italy",Trentino,2,,44,4.68
6994169,"Nago-Torbole, Trentino-Alto Adige, Italy",Trentino,2,,112,4.71
6994295,"Nago-Torbole, Trentino-Alto Adige, Italy",Trentino,4,,89,4.6
6994399,"Nago-Torbole, Trentino-Alto Adige, Italy",Trentino,2,,59,4.54
7004374,,Trentino,4,$100.00,39,4.74
7028066,"Valle San Felice, Trentino-Alto Adige, Italy",Trentino,4,$76.00,22,4.91
7047340,"Cogolo, Trentino-Alto Adige, Italy",Trentino,4,$80.00,8,4.88
7051948,"Riva del Garda, Trentino-Alto Adige, Italy",Trentino,4,$127.00,248,4.72
7086425,"Trento, Trentino-Alto Adige, Italy","Trento, Trentino",4,$62.00,119,4.76
7090319,"Cavalese, Trentino-Alto Adige, Italy",Trentino,6,$76.00,98,4.68
7122335,,Trentino,2,,39,4.67
7135839,,Trentino,4,$64.00,30,4.5
