id,neighbourhood,neighbourhood_cleansed,accommodates,price,number_of_reviews,review_scores_rating
560450,"Rome, Lazio, Italy",XII Monte Verde,2,$72.00,133,4.54
561231,,I Centro Storico,6,$272.00,365,4.63
561736,"Rome, Lazio, Italy",I Centro Storico,2,,65,4.56
562080,,VIII Appia Antica,7,$177.00,9,4.75
566437,,VIII Appia Antica,5,,46,4.87
567563,"Ostia, Roma, Italy",X Ostia/Acilia,2,$49.00,515,4.74
570448,,I Centro Storico,3,,278,4.59
573109,"Rome, Lazio, Italy",V Prenestino/Centocelle,2,$50.00,91,4.47
463691,"Rome, Lazio, Italy",VII San Giovanni/Cinecittà,4,$171.00,74,4.82
464953,"Rome, Lazio, Italy",XI Arvalia/Portuense,5,$76.00,198,4.84
468300,"Rome, Lazio, Italy",V Prenestino/Centocelle,3,$59.00,262,4.53
470112,"Rome, Lazio, Italy",V Prenestino/Centocelle,3,$73.00,251,4.85
471821,,VIII Appia Antica,4,$150.00,0,
472700,"Rome, Lazio, Italy",I Centro Storico,3,$211.00,449,4.91
691626,"Rome, Lazio, Italy",I Centro Storico,2,$115.00,357,4.87
692218,"Rome, Lazio, Italy",I Centro Storico,2,$119.00,354,4.87
692245,"Rome, Lazio, Italy",I Centro Storico,2,$114.00,240,4.9
576496,"Rome, Lazio, Italy",I Centro Storico,2,$116.00,549,4.58
577461,,IX Eur,4,$138.00,0,
581723,,II Parioli/Nomentano,4,$93.00,70,4.59
584129,"Rome, Lazio, Italy",VI Roma delle Torri,4,$97.00,31,4.81
588080,"Rome, Lazio, Italy",XV Cassia/Flaminia,5,$168.00,17,4.69
588527,"Rome, Lazio, Italy",I Centro Storico,10,$297.00,188,4.88
590418,"Rome, Lazio, Italy",XIII Aurelia,3,$76.00,234,4.75
692885,"Rome, Lazio, Italy",XIII Aurelia,4,$110.00,62,4.66
693077,"Rome, Lazio, Italy",I Centro Storico,2,$150.00,5,3.6
693110,"Rome, Lazio, Italy",XI Arvalia/Portuense,2,$102.00,95,4.69
693148,,XIII Aurelia,1,$60.00,294,4.77
693641,"Rome, Lazio, Italy",XIII Aurelia,5,$110.00,99,4.64
695228,,I Centro Storico,4,$180.00,232,4.76
696277,"Rome, Lazio, Italy",I Centro Storico,2,$136.00,245,4.9
696777,"Rome, Italy",XIII Aurelia,3,$169.00,35,4.66
697070,,IX Eur,3,$51.00,161,4.83
592150,"Rome, Lazio, Italy",XII Monte Verde,3,$120.00,38,4.95
592165,,II Parioli/Nomentano,3,,0,
597568,"Rome, Lazio, Italy",I Centro Storico,2,,79,4.62
601402,,I Centro Storico,2,$340.00,51,4.96
603234,"Rome, Lazio, Italy",VII San Giovanni/Cinecittà,2,$60.00,230,4.92
603558,,I Centro Storico,2,$167.00,281,4.75
603639,"Rome, Lazio, Italy",I Centro Storico,4,$173.00,157,4.84
608586,"Rome, Lazio, Italy",XI Arvalia/Portuense,2,$50.00,233,4.75
697853,"Rome, Lazio, Italy",I Centro Storico,4,$139.00,12,4.91
698322,"Rome, Lazio, Italy",VIII Appia Antica,2,$66.00,107,4.69
698925,"Rome, Lazio, Italy",I Centro Storico,2,$53.00,179,4.68
700932,"Rome, Lazio, Italy",VII San Giovanni/Cinecittà,2,$95.00,2,5.0
704162,"Rome, Italy",I Centro Storico,2,$194.00,128,4.72
705322,"Rome, Lazio, Italy",I Centro Storico,2,$113.00,44,4.48
706782,,I Centro Storico,4,$191.00,280,4.58
709855,,V Prenestino/Centocelle,2,$50.00,1,1.0
711563,"Rome, Lazio, Italy",I Centro Storico,4,$159.00,300,4.93
711649,"Rome, Lazio, Italy",XIII Aurelia,6,$229.00,62,4.61
610411,,III Monte Sacro,3,$140.00,8,4.13
612843,,I Centro Storico,5,$359.00,24,4.54
614621,"Rome, Lazio, Italy",I Centro Storico,3,$80.00,351,4.86
618500,,XII Monte Verde,4,$119.00,0,
618566,"Rome, Lazio, Italy",I Centro Storico,2,$130.00,907,4.89
712160,"Rome, Lazio, Italy",XIII Aurelia,3,$79.00,334,4.84
712185,"Rome, Lazio, Italy",XIII Aurelia,6,$167.00,168,4.75
721874,"Rome, RM, Italy",X Ostia/Acilia,4,$73.00,47,4.74
723163,"Rome, Italy",I Centro Storico,6,$378.00,29,4.21
723197,,I Centro Storico,4,$113.00,11,4.91
723544,"Rome, Lazio, Italy",VIII Appia Antica,2,$127.00,60,4.95
724038,"Rome, Lazio, Italy",I Centro Storico,6,$401.00,273,4.81
724050,"Rome, Lazio, Italy",I Centro Storico,2,$117.00,120,4.78
619022,"Rome, Lazio, Italy",VIII Appia Antica,2,$68.00,288,4.76
619724,"Rome, Lazio, Italy",IV Tiburtina,4,$186.00,28,4.79
